governance_type,ecological_site,Site,Region,District,Village,surveyNo,a.1.1,a.1.2,a.1.3,a.1.4,a.2.1,a.2.2,a.2.3,a.2.4,a.3.1,a.3.2,a.3.3,a.4.1,a.4.2,a.4.3,b.1.1,b.1.2,b.1.3,b.2.1,b.2.2,b.2.3,b.3.1,b.3.2,b.3.3,b.3.4,b.4.1,b.4.2,b.4.3,b.5.1,b.5.2,b.5.3,a.1.1_w,a.1.2_w,a.1.3_w,a.1.4_w,a.2.1_w,a.2.2_w,a.2.3_w,a.2.4_w,a.3.1_w,a.3.2_w,a.3.3_w,a.4.1_w,a.4.2_w,a.4.3_w,b.1.1_w,b.1.2_w,b.1.3_w,b.2.1_w,b.2.2_w,b.2.3_w,b.3.1_w,b.3.2_w,b.3.3_w,b.3.4_w,b.4.1_w,b.4.2_w,b.4.3_w,b.5.1_w,b.5.2_w,b.5.3_w,a.1.1_weighted,a.1.2_weighted,a.1.3_weighted,a.1.4_weighted,a.2.1_weighted,a.2.2_weighted,a.2.3_weighted,a.2.4_weighted,a.3.1_weighted,a.3.2_weighted,a.3.3_weighted,a.4.1_weighted,a.4.2_weighted,a.4.3_weighted,b.1.1_weighted,b.1.2_weighted,b.1.3_weighted,b.2.1_weighted,b.2.2_weighted,b.2.3_weighted,b.3.1_weighted,b.3.2_weighted,b.3.3_weighted,b.3.4_weighted,b.4.1_weighted,b.4.2_weighted,b.4.3_weighted,b.5.1_weighted,b.5.2_weighted,b.5.3_weighted,a.1_sum,a.2_sum,a.3_sum,a.4_sum,b.1_sum,b.2_sum,b.3_sum,b.4_sum,b.5_sum,a.1_w,a.2_w,a.3_w,a.4_w,b.1_w,b.2_w,b.3_w,b.4_w,b.5_w,a.1_weighted,a.2_weighted,a.3_weighted,a.4_weighted,b.1_weighted,b.2_weighted,b.3_weighted,b.4_weighted,b.5_weighted,a_sum,b_sum
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E046,1,0.98,1.0,0.0392,0,0.0294,0.3333,0.3333,1,1,1,0.1,0.0833,0.25,0.0,1,0.0,0.0306,0.25,0.0,0.3333,0.0,0.0,0.75,0.25,1,0.1667,0.75,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0064288,0.0,0.006468,0.0776589,0.09665699999999999,0.302,0.319,0.379,0.0208,0.0458983,0.06025,0.0,0.28,0.0,0.010220400000000001,0.10975,0.0,0.13798619999999998,0.0,0.0,0.14024999999999999,0.091,0.308,0.0546776,0.25425000000000003,0.341,0.0,0.8359488,0.1807839,1.0,0.12694830000000001,0.28,0.1199704,0.27823619999999993,0.4536776,0.5952500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.275863104,0.0413995131,0.178,0.0333874029,0.06748,0.023394228000000003,0.06343785359999998,0.0694126728,0.10893075,0.52865002,0.3326555044
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E047,1,0.99,1.0,0.0784,0,0.0588,0.6,0.6,1,0,1,0.46,0.4583,0.25,0.25,1,0.8,0.2877,0.25,0.0,0.3333,1.0,0.0,0.75,0.75,0,0.25,0.65,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.32076,0.338,0.0128576,0.0,0.012936,0.1398,0.174,0.302,0.0,0.379,0.09568,0.2525233,0.06025,0.0945,0.28,0.2736,0.0960918,0.10975,0.0,0.13798619999999998,0.197,0.0,0.14024999999999999,0.273,0.0,0.082,0.22035000000000002,0.341,0.0,0.8456176,0.326736,0.681,0.4084533,0.6481000000000001,0.20584180000000002,0.4752362,0.35500000000000004,0.56135,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.279053808,0.074822544,0.121218,0.1074232179,0.15619210000000003,0.040139151000000005,0.10835385360000001,0.054315,0.10272705,0.5825175699,0.4617271546
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E048,1,0.98,1.0,0.1373,0,0.3529,0.3333,0.3333,1,0,1,0.12,0.3333,0.5,0.25,1,0.8,0.096,0.25,0.0,0.3333,0.75,0.0,0.5,0.75,1,0.25,0.6,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0225172,0.0,0.077638,0.0776589,0.09665699999999999,0.302,0.0,0.379,0.02496,0.18364830000000001,0.1205,0.0945,0.28,0.2736,0.032064,0.10975,0.0,0.13798619999999998,0.14775,0.0,0.0935,0.273,0.308,0.082,0.2034,0.341,0.0,0.8520372,0.2519539,0.681,0.3291083,0.6481000000000001,0.141814,0.3792362,0.6629999999999999,0.5444,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28117227600000005,0.0576974431,0.121218,0.08655548290000001,0.15619210000000003,0.02765373,0.0864658536,0.10143899999999999,0.0996252,0.546643202,0.47137588360000005
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E049,1,0.98,1.0,0.2549,0,0.4412,0.5,0.5,1,0,0,0.24,0.3333,0.75,0.25,1,0.8,0.0879,0.25,0.0,0.3333,0.75,0.0,0.25,0.25,0,0.25,0.6,0.5,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0418036,0.0,0.097064,0.1165,0.145,0.302,0.0,0.0,0.04992,0.18364830000000001,0.18075,0.0945,0.28,0.2736,0.029358600000000002,0.10975,0.0,0.13798619999999998,0.14775,0.0,0.04675,0.091,0.0,0.082,0.2034,0.1705,0.0,0.8713236000000001,0.358564,0.302,0.41431830000000003,0.6481000000000001,0.1391086,0.3324862,0.173,0.3739,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28753678800000004,0.082111156,0.053756,0.10896571290000001,0.15619210000000003,0.027126177,0.0758068536,0.026468999999999996,0.0684237,0.5323696569,0.3540178306
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E050,1,0.98,1.0,0.2157,0,0.1912,0.6667,0.6667,1,1,1,0.2,0.4583,0.25,0.5,1,0.2,0.2903,0.25,0.0,0.3333,0.0,0.0,0.75,0.75,1,0.25,0.6,0.3333,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.035374800000000005,0.0,0.042064000000000004,0.1553411,0.193343,0.302,0.319,0.379,0.0416,0.2525233,0.06025,0.189,0.28,0.0684,0.09696020000000001,0.10975,0.0,0.13798619999999998,0.0,0.0,0.14024999999999999,0.273,0.308,0.082,0.2034,0.1136553,0.0,0.8648948000000001,0.3907481,1.0,0.3543733,0.5374,0.2067102,0.27823619999999993,0.6629999999999999,0.3170553,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.28541528400000005,0.0894813149,0.178,0.0932001779,0.1295134,0.040308489,0.06343785359999998,0.10143899999999999,0.058021119899999994,0.6460967768000001,0.39271986249999996
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E051,1,0.99,1.0,0.0392,0,0.0294,0.3333,0.3333,1,0,1,0.28,0.4583,0.75,0.0,0,0.4,0.0481,0.25,0.0,0.6667,0.75,0.0,0.25,0.75,0,0.25,0.65,0.5,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.32076,0.338,0.0064288,0.0,0.006468,0.0776589,0.09665699999999999,0.302,0.0,0.379,0.05824,0.2525233,0.18075,0.0,0.0,0.1368,0.0160654,0.10975,0.0,0.2760138,0.14775,0.0,0.04675,0.273,0.0,0.082,0.22035000000000002,0.1705,0.0,0.8391888,0.1807839,0.681,0.49151330000000004,0.1368,0.1258154,0.4705138,0.35500000000000004,0.39085000000000003,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.276932304,0.0413995131,0.121218,0.12926799790000001,0.0329688,0.024534003,0.1072771464,0.054315,0.07152555000000001,0.5688178150000001,0.2906204994
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E052,1,0.99,1.0,0.1176,0,0.0882,0.6667,0.6667,1,1,1,0.32,0.3333,0.5,0.0,1,0.8,0.21,0.25,0.0,0.3333,0.5,0.25,0.5,0.75,1,0.25,0.75,0.5,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.32076,0.338,0.0192864,0.0,0.019404,0.1553411,0.193343,0.302,0.319,0.379,0.06656,0.18364830000000001,0.1205,0.0,0.28,0.2736,0.07014000000000001,0.10975,0.0,0.13798619999999998,0.0985,0.0505,0.0935,0.273,0.308,0.082,0.25425000000000003,0.1705,0.0,0.8520464,0.36808810000000003,1.0,0.3707083,0.5536000000000001,0.17989,0.3804862,0.6629999999999999,0.42475000000000007,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.281175312,0.08429217490000002,0.178,0.09749628290000001,0.13341760000000003,0.03507855,0.0867508536,0.10143899999999999,0.07772925000000001,0.6409637698,0.43441525360000005
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E053,1,0.98,1.0,0.4314,0,0.5735,0.6,0.6,1,0,0,0.42,0.3333,0.5,0.0,1,0.8,0.2662,0.25,0.0,0.3333,0.75,0.0,0.5,0.75,1,0.25,0.65,0.5,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.07074960000000001,0.0,0.12617,0.1398,0.174,0.302,0.0,0.0,0.08736,0.18364830000000001,0.1205,0.0,0.28,0.2736,0.0889108,0.10975,0.0,0.13798619999999998,0.14775,0.0,0.0935,0.273,0.308,0.082,0.22035000000000002,0.1705,0.0,0.9002696,0.43997,0.302,0.3915083,0.5536000000000001,0.1986608,0.3792362,0.6629999999999999,0.39085000000000003,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.297088968,0.10075313000000001,0.053756,0.1029666829,0.13341760000000003,0.038738856,0.0864658536,0.10143899999999999,0.07152555000000001,0.5545647809,0.4315868596
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E054,1,0.98,1.0,0.8235,0,0.8676,0.3333,0.3333,0,1,1,0.82,0.3333,0.75,0.0,1,0.8,0.1926,0.25,0.0,0.3333,0.5,0.25,0.25,0.75,0,0.3333,0.75,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.135054,0.0,0.190872,0.0776589,0.09665699999999999,0.0,0.319,0.379,0.17056,0.18364830000000001,0.18075,0.0,0.28,0.2736,0.06432840000000001,0.10975,0.0,0.13798619999999998,0.0985,0.0505,0.04675,0.273,0.0,0.1093224,0.25425000000000003,0.341,0.32,0.964574,0.3651879,0.698,0.5349583,0.5536000000000001,0.17407840000000002,0.3337362,0.3823224,0.9152500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.31830942,0.0836280291,0.12424399999999998,0.14069403290000002,0.13341760000000003,0.033945288000000004,0.0760918536,0.0584953272,0.16749075000000002,0.666875482,0.46944081880000005
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E055,1,0.97,1.0,0.5686,0,0.6765,0.6667,0.6667,1,0,1,0.56,0.3333,0.5,0.0,1,0.8,0.1661,0.25,0.0,0.3333,0.75,0.25,0.5,0.75,1,0.25,0.75,0.6667,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31428,0.338,0.0932504,0.0,0.14883,0.1553411,0.193343,0.302,0.0,0.379,0.11648,0.18364830000000001,0.1205,0.0,0.28,0.2736,0.0554774,0.10975,0.0,0.13798619999999998,0.14775,0.0505,0.0935,0.273,0.308,0.082,0.25425000000000003,0.2273447,0.0,0.9195304,0.4975141,0.681,0.4206283,0.5536000000000001,0.1652274,0.4297362,0.6629999999999999,0.48159470000000004,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.303445032,0.11393072890000001,0.121218,0.1106252429,0.13341760000000003,0.032219343,0.0979798536,0.10143899999999999,0.0881318301,0.6492190038,0.4531876267
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E056,1,0.7,1.0,0.1373,0,0.3529,0.3333,0.3333,0,0,1,0.12,0.2083,0.5,0.0,1,1.0,0.0248,0.25,0.0,0.3333,0.75,0.25,0.5,0.75,1,0.25,0.75,0.3333,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.2268,0.338,0.0225172,0.0,0.077638,0.0776589,0.09665699999999999,0.0,0.0,0.379,0.02496,0.11477330000000002,0.1205,0.0,0.28,0.342,0.008283200000000001,0.10975,0.0,0.13798619999999998,0.14775,0.0505,0.0935,0.273,0.308,0.082,0.25425000000000003,0.1136553,0.32,0.7613172,0.2519539,0.379,0.2602333,0.6220000000000001,0.1180332,0.4297362,0.6629999999999999,0.6879053,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.25123467600000005,0.0576974431,0.067462,0.0684413579,0.149902,0.023016474000000002,0.0979798536,0.10143899999999999,0.1258866699,0.4448354770000001,0.4982239975
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E057,1,0.95,1.0,0.1765,0,0.3824,0.5,0.5,0,0,1,0.16,0.3333,0.75,0.25,1,0.2,0.0348,0.25,0.0,0.3333,0.75,0.25,0.25,0.75,1,0.25,0.65,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.028946,0.0,0.08412800000000001,0.1165,0.145,0.0,0.0,0.379,0.03328,0.18364830000000001,0.18075,0.0945,0.28,0.0684,0.0116232,0.10975,0.0,0.13798619999999998,0.14775,0.0505,0.04675,0.273,0.308,0.082,0.22035000000000002,0.341,0.0,0.8487460000000001,0.34562800000000005,0.379,0.39767830000000004,0.44290000000000007,0.1213732,0.3829862,0.6629999999999999,0.56135,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.2800861800000001,0.07914881200000001,0.067462,0.10458939290000001,0.10673890000000001,0.023667774000000003,0.0873208536,0.10143899999999999,0.10272705,0.5312863849000001,0.42189357759999996
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E058,1,0.97,1.0,0.0,0,0.0,0.0,0.0,1,1,1,0.1,0.2083,0.75,0.0,1,0.0,0.0598,0.25,0.0,0.3333,0.0,0.0,0.25,0.25,0,0.25,0.5,0.3333,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31428,0.338,0.0,0.0,0.0,0.0,0.0,0.302,0.319,0.379,0.0208,0.11477330000000002,0.18075,0.0,0.28,0.0,0.0199732,0.10975,0.0,0.13798619999999998,0.0,0.0,0.04675,0.091,0.0,0.082,0.1695,0.1136553,0.32,0.82628,0.0,1.0,0.3163233,0.28,0.1297232,0.18473619999999996,0.173,0.6031553000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27267240000000004,0.0,0.178,0.0831930279,0.06748,0.025296024000000004,0.04211985359999999,0.026468999999999996,0.11037741990000001,0.5338654279,0.2717422975
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E059,1,0.98,1.0,0.3725,0,0.5294,0.6,0.6,0,1,0,0.36,0.4583,0.75,0.0,0,0.0,0.0666,0.25,0.0,0.3333,0.0,0.25,0.25,0.25,1,0.25,0.6,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.061090000000000005,0.0,0.116468,0.1398,0.174,0.0,0.319,0.0,0.07487999999999999,0.2525233,0.18075,0.0,0.0,0.0,0.022244400000000004,0.10975,0.0,0.13798619999999998,0.0,0.0505,0.04675,0.091,0.308,0.082,0.2034,0.341,0.0,0.89061,0.430268,0.319,0.5081533,0.0,0.1319944,0.2352362,0.48100000000000004,0.5444,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.29390130000000003,0.098531372,0.056782,0.1336443179,0.0,0.025738908000000005,0.0536338536,0.073593,0.0996252,0.5828589899000001,0.25259096160000005
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,E060,1,0.95,1.0,0.3333,1,0.5,0.6667,0.6667,1,1,1,0.64,0.4583,0.75,0.0,0,0.8,0.0677,0.25,0.0,0.3333,0.0,0.0,0.25,0.25,1,0.25,0.6,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.3078,0.338,0.0546612,0.257,0.11,0.1553411,0.193343,0.302,0.319,0.379,0.13312,0.2525233,0.18075,0.0,0.0,0.2736,0.0226118,0.10975,0.0,0.13798619999999998,0.0,0.0,0.04675,0.091,0.308,0.082,0.2034,0.341,0.0,0.8744612,0.7156841,1.0,0.5663933,0.2736,0.1323618,0.18473619999999996,0.48100000000000004,0.5444,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.288572196,0.16389165890000001,0.178,0.1489614379,0.0659376,0.025810551,0.04211985359999999,0.073593,0.0996252,0.7794252928000001,0.3070862046
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E061,1,0.99,1.0,0.451,0,0.3382,0.6,0.8,0,1,1,0.46,0.3333,0.75,0.25,1,0.0,0.3983,0.5,0.0,0.0,0.0,0.25,0.25,1.0,1,0.75,0.55,0.5,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.32076,0.338,0.073964,0.0,0.074404,0.1398,0.23199999999999998,0.0,0.319,0.379,0.09568,0.18364830000000001,0.18075,0.0945,0.28,0.0,0.13303220000000002,0.2195,0.0,0.0,0.0,0.0505,0.04675,0.364,0.308,0.246,0.18645000000000003,0.1705,0.0,0.906724,0.446204,0.698,0.46007830000000005,0.37450000000000006,0.3525322,0.09725,0.9179999999999999,0.35695000000000005,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.29921892,0.102180716,0.12424399999999998,0.12100059290000002,0.09025450000000002,0.068743779,0.022173000000000002,0.140454,0.06532185,0.6466442289,0.38694712900000006
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E062,1,0.99,1.0,0.3725,0,0.2794,0.6,0.8,0,1,0,0.36,0.3333,0.25,0.0,1,0.0,0.2626,0.5,0.0,0.3333,0.0,0.75,0.75,0.75,1,0.6667,0.65,0.6667,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.32076,0.338,0.061090000000000005,0.0,0.061467999999999995,0.1398,0.23199999999999998,0.0,0.319,0.0,0.07487999999999999,0.18364830000000001,0.06025,0.0,0.28,0.0,0.0877084,0.2195,0.0,0.13798619999999998,0.0,0.15150000000000002,0.14024999999999999,0.273,0.308,0.2186776,0.22035000000000002,0.2273447,0.32,0.8938499999999999,0.433268,0.319,0.31877829999999996,0.28,0.3072084,0.4297362,0.7996776,0.7676947000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.29497049999999997,0.099218372,0.056782,0.0838386929,0.06748,0.059905638,0.0979798536,0.12235067279999999,0.1404881301,0.5348095649,0.48820429449999997
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E063,1,0.98,1.0,0.0,0,0.0,0.75,0.9167,0,1,1,0.4,0.0833,0.75,0.0,1,0.8,0.2246,0.5,0.0,0.0,0.0,0.0,0.25,0.25,1,0.4167,0.75,1.0,1,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0,0.0,0.0,0.17475000000000002,0.265843,0.0,0.319,0.379,0.0832,0.0458983,0.18075,0.0,0.28,0.2736,0.0750164,0.2195,0.0,0.0,0.0,0.0,0.04675,0.091,0.308,0.1366776,0.25425000000000003,0.341,0.32,0.82952,0.440593,0.698,0.30984829999999997,0.5536000000000001,0.2945164,0.04675,0.5356776000000001,0.9152500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27374160000000003,0.10089579700000001,0.12424399999999998,0.0814901029,0.13341760000000003,0.057430698,0.010659,0.08195867280000001,0.16749075000000002,0.5803714999,0.45095672080000004
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E064,0,0.97,0.4333,0.0784,1,0.0588,0.7143,0.7143,0,0,1,0.4,0.4583,0.25,0.25,0,0.2,0.3408,0.5,1.0,0.6667,1.0,0.75,0.75,0.25,1,0.5833,0.65,0.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.0,0.31428,0.1464554,0.0128576,0.257,0.012936,0.16643190000000002,0.207147,0.0,0.0,0.379,0.0832,0.2525233,0.06025,0.0945,0.0,0.0684,0.1138272,0.2195,0.227,0.2760138,0.197,0.15150000000000002,0.14024999999999999,0.091,0.308,0.19132240000000003,0.22035000000000002,0.0,0.0,0.47359300000000004,0.6435149,0.379,0.3959733,0.1629,0.5603272,0.7647638,0.5903224,0.22035000000000002,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.15628569000000003,0.1473649121,0.067462,0.1041409779,0.0392589,0.109263804,0.1743661464,0.09031932720000001,0.04032405,0.47525358000000006,0.45353222760000006
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E065,1,0.98,1.0,0.098,0,0.0735,0.5,0.5,1,1,0,0.42,0.3333,0.25,0.25,1,0.8,0.2023,0.5,0.0,0.0,0.0,0.0,0.75,0.25,0,0.25,0.75,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.016072000000000003,0.0,0.01617,0.1165,0.145,0.302,0.319,0.0,0.08736,0.18364830000000001,0.06025,0.0945,0.28,0.2736,0.06756820000000001,0.2195,0.0,0.0,0.0,0.0,0.14024999999999999,0.091,0.0,0.082,0.25425000000000003,0.341,0.0,0.845592,0.27767,0.621,0.3312583,0.6481000000000001,0.2870682,0.14024999999999999,0.173,0.5952500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.27904536,0.06358643,0.110538,0.0871209329,0.15619210000000003,0.055978299,0.031977,0.026468999999999996,0.10893075,0.5402907229,0.3795471490000001
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,E066,1,0.98,1.0,0.0588,1,0.0441,0.3333,0.3333,1,0,1,0.02,0.0833,0.25,0.25,1,0.4,0.0937,0.5,1.0,0.0,0.75,0.0,0.75,0.75,1,0.5833,0.75,1.0,0,0.174,0.324,0.338,0.164,0.257,0.22,0.233,0.29,0.302,0.319,0.379,0.208,0.551,0.241,0.378,0.28,0.342,0.334,0.439,0.227,0.414,0.197,0.202,0.187,0.364,0.308,0.328,0.339,0.341,0.32,0.174,0.31752,0.338,0.0096432,0.257,0.009702,0.0776589,0.09665699999999999,0.302,0.0,0.379,0.00416,0.0458983,0.06025,0.0945,0.28,0.1368,0.031295800000000006,0.2195,0.227,0.0,0.14775,0.0,0.14024999999999999,0.273,0.308,0.19132240000000003,0.25425000000000003,0.341,0.0,0.8391632,0.44101789999999996,0.681,0.1103083,0.5113000000000001,0.4777958,0.288,0.7723224,0.5952500000000001,0.33,0.229,0.178,0.263,0.241,0.195,0.228,0.153,0.183,0.276923856,0.1009930991,0.121218,0.029011082900000002,0.12322330000000002,0.093170181,0.065664,0.11816532719999999,0.10893075,0.528146038,0.5091535582000001
