governance_type,ecological_site,Site,Region,District,Village,surveyNo,a_1_1_Employment_status,a_1_1_weight,a_1_1_weighted,a_1_2_Percentage_of_catch_from_fishing_sold,a_1_2_weight,a_1_2_weighted,a_1_3_Percentage_of_income_from_the_main_activity,a_1_3_weight,a_1_3_weighted,a_1_4_Time_conducting_the_activity,a_1_4_weight,a_1_4_weighted,a_1_Livelihood_sum,a_1_Livelihood_weight,a_1_Livelihood_weighted,a_2_1_Gender,a_2_1_weight,a_2_1_weighted,a_2_2_Years_living_in_the_village,a_2_2_weight,a_2_2_weighted,a_2_3_Percentage_of_children_in_the_family_members,a_2_3_weight,a_2_3_weighted,a_2_4_Family_dependency,a_2_4_weight,a_2_4_weighted,a_2_Demographic_sum,a_2_Demographic_weight,a_2_Demographic_weighted,a_3_1_Appreciation_of_biodiversity,a_3_1_weight,a_3_1_weighted,a_3_2_Identity_and_pride,a_3_2_weight,a_3_2_weighted,a_3_3_Appreciation_of_lifestyle,a_3_3_weight,a_3_3_weighted,a_3_Cultural_sum,a_3_Cultural_weight,a_3_Cultural_weighted,a_4_1_Age,a_4_1_weight,a_4_1_weighted,a_4_2_Food_security_and_wellbeing,a_4_2_weight,a_4_2_weighted,a_4_3_Sense_of_place,a_4_3_weight,a_4_3_weighted,a_4_health_sum,a_4_health_weight,a_4_health_weighted,a_SENSITIVITY,b_1_1_Level_of_education,b_1_1_weight,b_1_1_weighted,b_1_2_Knowledge_of_rules,b_1_2_weight,b_1_2_weighted,b_1_3_Access_to_information,b_1_3_weight,b_1_3_weighted,b_1_learning_sum,b_1_learning_weight,b_1_learning_weighted,b_2_1_Material_style_of_life,b_2_1_weight,b_2_1_weighted,b_2_2_Community_infrastructures,b_2_2_weight,b_2_2_weighted,b_2_3_Access_to_credit,b_2_3_weight,b_2_3_weighted,b_2_Assets_sum,b_2_Assets_weight,b_2_Assets_weighted,b_3_1_Livelihood_multiplicity,b_3_1_weight,b_3_1_weighted,b_3_2_Adapt_to_live_without_fishing,b_3_2_weight,b_3_2_weighted,b_3_3_Gear,b_3_3_weight,b_3_3_weighted,b_3_4_Spatial_mobility,b_3_4_weight,b_3_4_weighted,b_3_Flexibility_sum,b_3_Flexibility_weight,b_3_Flexibility_weighted,b_4_1_Perceived_capacity_to_change,b_4_1_weight,b_4_1_weighted,b_4_2_Recognition_of_causality,b_4_2_weight,b_4_2_weighted,b_4_3_Level_of_participation,b_4_3_weight,b_4_3_weighted,b_4_agency_Sum,b_4_agency_weight,b_4_agency_weighted,b_5_1_Trust_in_organization,b_5_1_weight,b_5_1_weighted,b_5_2_Community_cohesion,b_5_2_weight,b_5_2_weighted,b_5_3_Linking_Social_capital,b_5_3_weight,b_5_3_weighted,b_5_organization_sum,b_5_Organization_weight,b_5_Organization_weighted,b_ADAPTIVE_CAPACITY,c_vulnerability_EQUAL_adaptive_capacity_MINUS_sensitivity,quadrant
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P012,1,0.174,0.2474,0.85,0.324,0.2213,1,0.338,0.3001,0.0392,0.164,0.0075,0.7763,0.33,0.2504,0,0.257,0,0.2794,0.22,0.0574,0.5714,0.233,0.1298,0.7143,0.29,0.2466,0.4337,0.229,0.1018,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.5,0.208,0.1144,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.2866,0.263,0.0773,0.548,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.1077,0.334,0.0356,0.5,0.429619722,0.2148,0,0.23970222,0,0.2504,0.201948503,0.0506,0.6667,0.38069361,0.2538,1,0.214992669,0.215,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.6677,0.213724639,0.1427,0.25,0.363267572,0.0908,0,0.309709252,0,0.5,0.327023177,0.1635,0.2543,0.151246925,0.0385,0.8,0.325747012,0.2606,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8206,0.181907181,0.1493,0.52,-0.0280656,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P013,1,0.174,0.2474,0.9,0.324,0.2343,1,0.338,0.3001,0.3333,0.164,0.0641,0.8458,0.33,0.2728,1,0.257,0.22240481,0.5,0.22,0.1026,0.625,0.233,0.1419,0.625,0.29,0.2158,0.4603,0.229,0.108,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.36,0.208,0.0824,0.2083,0.551,0.1031,1,0.241,0.2763,0.4618,0.263,0.1245,0.6785,0,0.378,0,1,0.28,0.2796,0.6,0.342,0.2052,0.4848,0.241,0.1218,0.251,0.334,0.083,0.5,0.429619722,0.2148,0,0.23970222,0,0.2978,0.201948503,0.0601,0.3333,0.38069361,0.1269,0.25,0.214992669,0.0537,0.5,0.20862622,0.1043,0,0.195687501,0,0.285,0.213724639,0.0609,0,0.363267572,0,0,0.309709252,0,0.0833,0.327023177,0.0273,0.0273,0.151246925,0.0041,0.95,0.325747012,0.3095,1,0.342611092,0.3426,0,0.331641896,0,0.6521,0.181907181,0.1186,0.3656,-0.3129439,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P014,0,0.174,0,0.95,0.324,0.2473,0.4,0.338,0.12,0.6275,0.164,0.1206,0.4879,0.33,0.1574,1,0.257,0.2224,0.7206,0.22,0.1479,0,0.233,0,0,0.29,0,0.3703,0.229,0.0869,1,0.302,0.3136,0,0.319,0,0,0.379,0,0.3136,0.178,0.0543,0.68,0.208,0.1556,0.2083,0.551,0.1031,1,0.241,0.2763,0.535,0.263,0.1443,0.4428,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.2853,0.334,0.0944,0.5,0.429619722,0.2148,0,0.23970222,0,0.3092,0.201948503,0.0624,1,0.38069361,0.3807,1,0.214992669,0.215,0.5,0.20862622,0.1043,0,0.195687501,0,0.7,0.213724639,0.1496,0.75,0.363267572,0.2725,0,0.309709252,0,0.6667,0.327023177,0.218,0.4905,0.151246925,0.0742,0.95,0.325747012,0.3095,0.6667,0.342611092,0.2284,0,0.331641896,0,0.5379,0.181907181,0.0978,0.5402,0.0973627,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P015,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.0392,0.164,0.0075,0.8023,0.33,0.2587,0,0.257,0,0.2794,0.22,0.0574,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2481,0.229,0.0582,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.1,0.208,0.0229,0.2083,0.551,0.1031,0.75,0.241,0.2072,0.3332,0.263,0.0898,0.58,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.0543,0.334,0.018,0.5,0.429619722,0.2148,0,0.23970222,0,0.2328,0.201948503,0.047,0,0.38069361,0,0,0.214992669,0,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.1011,0.213724639,0.0216,0.25,0.363267572,0.0908,0,0.309709252,0,0.4167,0.327023177,0.1363,0.2271,0.151246925,0.0343,0.85,0.325747012,0.2769,0,0.342611092,0,1,0.331641896,0.3316,0.6085,0.181907181,0.1107,0.3526,-0.2273962,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P016,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.1961,0.164,0.0377,0.8325,0.33,0.2685,0,0.257,0,0.3971,0.22,0.0815,0.4286,0.233,0.0973,0.4286,0.29,0.148,0.3268,0.229,0.0767,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.18,0.208,0.0412,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.2134,0.263,0.0575,0.5759,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.2105,0.334,0.0696,0.5,0.429619722,0.2148,0,0.23970222,0,0.2844,0.201948503,0.0574,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.3258,0.213724639,0.0696,0.5,0.363267572,0.1816,0,0.309709252,0,0.4167,0.327023177,0.1363,0.3179,0.151246925,0.0481,0.85,0.325747012,0.2769,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8369,0.181907181,0.1522,0.4663,-0.1095177,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P017,1,0.174,0.2474,0.9,0.324,0.2343,1,0.338,0.3001,0.098,0.164,0.0188,0.8006,0.33,0.2582,0,0.257,0,0.0735,0.22,0.0151,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3013,0.229,0.0707,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.12,0.208,0.0275,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.1996,0.263,0.0538,0.5559,0.25,0.378,0.0946,0,0.28,0,0.8,0.342,0.2736,0.3682,0.241,0.0925,0.0262,0.334,0.0087,0.5,0.429619722,0.2148,0,0.23970222,0,0.2235,0.201948503,0.0451,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.3258,0.213724639,0.0696,0,0.363267572,0,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.3915,0.151246925,0.0592,0.8,0.325747012,0.2606,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8206,0.181907181,0.1493,0.4157,-0.1401511,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P018,1,0.174,0.2474,0.9,0.324,0.2343,1,0.338,0.3001,0.3725,0.164,0.0716,0.8534,0.33,0.2752,1,0.257,0.2224,0.2794,0.22,0.0574,0.25,0.233,0.0568,0.25,0.29,0.0863,0.4228,0.229,0.0992,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.78,0.208,0.1785,0.2083,0.551,0.1031,0,0.241,0,0.2816,0.263,0.0759,0.6235,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.0405,0.334,0.0134,0.5,0.429619722,0.2148,0,0.23970222,0,0.2282,0.201948503,0.0461,0.3333,0.38069361,0.1269,0.25,0.214992669,0.0537,0,0.20862622,0,1,0.195687501,0.1957,0.3763,0.213724639,0.0804,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.7184,0.151246925,0.1087,1,0.325747012,0.3257,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8858,0.181907181,0.1611,0.5524,-0.0711101,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Andranoboka,P019,0,0.174,0,0.9,0.324,0.2343,0.4,0.338,0.12,0.0392,0.164,0.0075,0.3618,0.33,0.1167,1,0.257,0.2224,0.2794,0.22,0.0574,0.5,0.233,0.1135,0.6667,0.29,0.2302,0.6235,0.229,0.1463,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.6,0.208,0.1373,0.3333,0.551,0.165,1,0.241,0.2763,0.5785,0.263,0.156,0.4833,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.2509,0.334,0.083,0.5,0.429619722,0.2148,0,0.23970222,0,0.2978,0.201948503,0.0601,1,0.38069361,0.3807,1,0.214992669,0.215,0.75,0.20862622,0.1565,0,0.195687501,0,0.7522,0.213724639,0.1608,0.25,0.363267572,0.0908,1,0.309709252,0.3097,1,0.327023177,0.327,0.7275,0.151246925,0.11,0.9,0.325747012,0.2932,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.7961,0.181907181,0.1448,0.6385,0.1551222,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P020,1,0.174,0.2474,0.98,0.324,0.2551,0.6667,0.338,0.2001,0.3725,0.164,0.0716,0.7742,0.33,0.2497,0,0.257,0,0.2794,0.22,0.0574,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3435,0.229,0.0806,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.26,0.208,0.0595,0.3333,0.551,0.165,0.75,0.241,0.2072,0.4317,0.263,0.1164,0.6199,0.5,0.378,0.1892,1,0.28,0.2796,0.2,0.342,0.0684,0.5372,0.241,0.1349,0.2299,0.334,0.076,0.75,0.429619722,0.3222,0,0.23970222,0,0.3982,0.201948503,0.0804,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.25,0.195687501,0.0489,0.1758,0.213724639,0.0376,0,0.363267572,0,0,0.309709252,0,0.25,0.327023177,0.0818,0.0818,0.151246925,0.0124,0.75,0.325747012,0.2443,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8044,0.181907181,0.1463,0.4116,-0.2082448,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P021,1,0.174,0.2474,0.95,0.324,0.2473,0.6667,0.338,0.2001,0.2157,0.164,0.0415,0.7362,0.33,0.2374,0,0.257,0,0.1618,0.22,0.0332,0,0.233,0,0.5,0.29,0.1726,0.2058,0.229,0.0483,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.04,0.208,0.0092,0.3333,0.551,0.165,0,0.241,0,0.1741,0.263,0.047,0.5058,0.25,0.378,0.0946,1,0.28,0.2796,0.4,0.342,0.1368,0.511,0.241,0.1283,0.1924,0.334,0.0636,0.75,0.429619722,0.3222,0,0.23970222,0,0.3858,0.201948503,0.0779,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,1,0.195687501,0.1957,0.3747,0.213724639,0.0801,0,0.363267572,0,0,0.309709252,0,0.25,0.327023177,0.0818,0.0818,0.151246925,0.0124,0.75,0.325747012,0.2443,0.6667,0.342611092,0.2284,0,0.331641896,0,0.4727,0.181907181,0.086,0.3847,-0.1211375,q3
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P022,1,0.174,0.2474,0.85,0.324,0.2213,0.625,0.338,0.1876,0.0392,0.164,0.0075,0.6637,0.33,0.2141,0,0.257,0,0.1912,0.22,0.0392,0,0.233,0,0.1667,0.29,0.0575,0.0968,0.229,0.0227,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.02,0.208,0.0046,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.1767,0.263,0.0477,0.4031,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.0741,0.334,0.0245,0.75,0.429619722,0.3222,0,0.23970222,0,0.3467,0.201948503,0.07,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,1,0.20862622,0.2086,0.75,0.195687501,0.1468,0.6435,0.213724639,0.1375,0,0.363267572,0,1,0.309709252,0.3097,0.0833,0.327023177,0.0273,0.337,0.151246925,0.051,0.75,0.325747012,0.2443,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.6902,0.181907181,0.1255,0.5468,0.1437134,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Boeny,Majunga_II,Besakoa,P023,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.3725,0.164,0.0716,0.8664,0.33,0.2794,0,0.257,0,0.2794,0.22,0.0574,0.7143,0.233,0.1622,0.7143,0.29,0.2466,0.4662,0.229,0.1094,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.2,0.208,0.0458,0.7083,0.551,0.3505,0.5,0.241,0.1381,0.5344,0.263,0.1441,0.6515,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.0741,0.334,0.0245,0.75,0.429619722,0.3222,0,0.23970222,0,0.3467,0.201948503,0.07,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.5,0.20862622,0.1043,0.5,0.195687501,0.0978,0.4903,0.213724639,0.1048,0,0.363267572,0,1,0.309709252,0.3097,0.3333,0.327023177,0.109,0.4187,0.151246925,0.0633,0.45,0.325747012,0.1466,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.5924,0.181907181,0.1078,0.5086,-0.1429348,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P024,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.1961,0.164,0.0377,0.8325,0.33,0.2685,0,0.257,0,0.3971,0.22,0.0815,0.1667,0.233,0.0378,0.1667,0.29,0.0575,0.1769,0.229,0.0415,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.18,0.208,0.0412,0.3333,0.551,0.165,1,0.241,0.2763,0.4824,0.263,0.1301,0.5587,0.25,0.378,0.0946,0,0.28,0,0.6,0.342,0.2052,0.2998,0.241,0.0753,0.1976,0.334,0.0653,0.25,0.429619722,0.1074,0,0.23970222,0,0.1727,0.201948503,0.0349,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.25,0.20862622,0.0522,0,0.195687501,0,0.3403,0.213724639,0.0727,0.25,0.363267572,0.0908,0,0.309709252,0,0.5,0.327023177,0.1635,0.2543,0.151246925,0.0385,0.85,0.325747012,0.2769,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.7798,0.181907181,0.1419,0.3632,-0.1954584,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P025,1,0.174,0.2474,0.96,0.324,0.2499,0.6,0.338,0.1801,0.2353,0.164,0.0452,0.7226,0.33,0.233,0,0.257,0,0.4265,0.22,0.0875,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3737,0.229,0.0877,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.3,0.208,0.0687,0.2083,0.551,0.1031,0.75,0.241,0.2072,0.379,0.263,0.1022,0.5415,0,0.378,0,1,0.28,0.2796,0.6,0.342,0.2052,0.4848,0.241,0.1218,0.5413,0.334,0.179,0.25,0.429619722,0.1074,0,0.23970222,0,0.2864,0.201948503,0.0578,0.3333,0.38069361,0.1269,1,0.214992669,0.215,0.25,0.20862622,0.0522,0.25,0.195687501,0.0489,0.443,0.213724639,0.0947,0,0.363267572,0,1,0.309709252,0.3097,0.1667,0.327023177,0.0545,0.3642,0.151246925,0.0551,0.9,0.325747012,0.2932,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.739,0.181907181,0.1344,0.4638,-0.077746,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P026,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.1765,0.164,0.0339,0.8287,0.33,0.2673,0,0.257,0,0.1324,0.22,0.0272,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3133,0.229,0.0735,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.1,0.208,0.0229,0.3333,0.551,0.165,1,0.241,0.2763,0.4641,0.263,0.1252,0.5846,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.12,0.334,0.0397,0.25,0.429619722,0.1074,0,0.23970222,0,0.1471,0.201948503,0.0297,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0,0.20862622,0,0,0.195687501,0,0.2881,0.213724639,0.0616,0.25,0.363267572,0.0908,0,0.309709252,0,0.4167,0.327023177,0.1363,0.2271,0.151246925,0.0343,0.8,0.325747012,0.2606,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.7064,0.181907181,0.1285,0.3931,-0.1914769,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P027,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.1373,0.164,0.0264,0.829,0.33,0.2673,0,0.257,0,0.1029,0.22,0.0211,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3073,0.229,0.0721,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.26,0.208,0.0595,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.2317,0.263,0.0625,0.5206,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.0546,0.334,0.0181,0.25,0.429619722,0.1074,0,0.23970222,0,0.1255,0.201948503,0.0253,0.3333,0.38069361,0.1269,1,0.214992669,0.215,0.5,0.20862622,0.1043,0.75,0.195687501,0.1468,0.593,0.213724639,0.1267,0,0.363267572,0,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.446,0.151246925,0.0675,0.6,0.325747012,0.1954,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.7555,0.181907181,0.1374,0.5197,-0.0008933,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P028,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.0784,0.164,0.0151,0.8203,0.33,0.2645,0,0.257,0,0.3088,0.22,0.0634,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2542,0.229,0.0596,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.06,0.208,0.0137,0.2083,0.551,0.1031,1,0.241,0.2763,0.3931,0.263,0.106,0.6034,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.0679,0.334,0.0224,0.25,0.429619722,0.1074,0,0.23970222,0,0.1298,0.201948503,0.0262,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0,0.195687501,0,0.1269,0.213724639,0.0271,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.4823,0.151246925,0.0729,0.65,0.325747012,0.2117,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.7147,0.181907181,0.13,0.419,-0.1843523,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P029,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.0392,0.164,0.0075,0.8101,0.33,0.2613,0,0.257,0,0.2794,0.22,0.0574,0.2,0.233,0.0454,0.2,0.29,0.069,0.1718,0.229,0.0403,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.02,0.208,0.0046,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.1767,0.263,0.0477,0.4679,0.5,0.378,0.1892,1,0.28,0.2796,0.8,0.342,0.2736,0.7424,0.241,0.1865,0.0531,0.334,0.0176,0.25,0.429619722,0.1074,0,0.23970222,0,0.125,0.201948503,0.0252,0.6667,0.38069361,0.2538,1,0.214992669,0.215,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.6677,0.213724639,0.1427,0,0.363267572,0,0,0.309709252,0,0.1667,0.327023177,0.0545,0.0545,0.151246925,0.0082,0.65,0.325747012,0.2117,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.6576,0.181907181,0.1196,0.4823,0.0144017,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P030,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0.0784,0.164,0.0151,0.8203,0.33,0.2645,0,0.257,0,0.3088,0.22,0.0634,0.4,0.233,0.0908,0.4,0.29,0.1381,0.2923,0.229,0.0686,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.06,0.208,0.0137,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.1859,0.263,0.0501,0.5564,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.0438,0.334,0.0145,0.25,0.429619722,0.1074,0,0.23970222,0,0.1219,0.201948503,0.0246,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.3258,0.213724639,0.0696,0,0.363267572,0,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.446,0.151246925,0.0675,0.6,0.325747012,0.1954,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.6984,0.181907181,0.127,0.4277,-0.1287363,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P031,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.5686,0.164,0.1093,0.9041,0.33,0.2916,0,0.257,0,0.4265,0.22,0.0875,0.6,0.233,0.1362,0.6,0.29,0.2071,0.4309,0.229,0.1011,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.62,0.208,0.1419,0.3333,0.551,0.165,1,0.241,0.2763,0.5831,0.263,0.1573,0.7231,0,0.378,0,0,0.28,0,1,0.342,0.342,0.342,0.241,0.0859,0.0338,0.334,0.0112,0.25,0.429619722,0.1074,0,0.23970222,0,0.1186,0.201948503,0.0239,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0,0.195687501,0,0.1791,0.213724639,0.0383,0.75,0.363267572,0.2725,0,0.309709252,0,0.5833,0.327023177,0.1908,0.4632,0.151246925,0.0701,0.4,0.325747012,0.1303,0.3333,0.342611092,0.1142,0,0.331641896,0,0.2445,0.181907181,0.0445,0.2627,-0.460452,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P032,1,0.174,0.2474,0.99,0.324,0.2577,1,0.338,0.3001,0,0.164,0,0.8052,0.33,0.2597,0,0.257,0,0,0.22,0,0,0.233,0,0,0.29,0,0,0.229,0,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.38,0.208,0.087,0.3333,0.551,0.165,0,0.241,0,0.2519,0.263,0.0679,0.4462,1,0.378,0.3784,0,0.28,0,0.8,0.342,0.2736,0.652,0.241,0.1638,0.2799,0.334,0.0926,0.25,0.429619722,0.1074,0,0.23970222,0,0.2,0.201948503,0.0404,0,0.38069361,0,1,0.214992669,0.215,0.5,0.20862622,0.1043,1,0.195687501,0.1957,0.515,0.213724639,0.1101,0,0.363267572,0,0,0.309709252,0,0.25,0.327023177,0.0818,0.0818,0.151246925,0.0124,0.7,0.325747012,0.228,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.731,0.181907181,0.133,0.4596,0.0133126,q4
